CustomerID,Mean Days btw Purchases,Min Days btw Purchases,Max Days btw Purchases
14164,697.0,697,697
14165,697.0,697,697
14167,141.5,126,157
14171,697.0,697,697
14173,119.0,35,203
14174,697.0,697,697
14175,150.0,142,158
14176,109.0,29,189
14177,35.0,35,35
14178,136.16667,12,303
14179,12.0,12,12
14180,62.473682,2,304
14184,697.0,697,697
14188,63.0,15,215
14189,90.84615,16,323
14191,93.09091,12,310
14193,5.0,5,5
14194,34.42857,6,193
14196,697.0,697,697
14198,73.666664,59,94
14199,697.0,697,697
14201,83.8,37,125
14204,697.0,697,697
14205,248.0,248,248
14206,697.0,697,697
14208,697.0,697,697
14209,124.0,52,221
14210,124.0,30,385
14211,39.5,4,164
14214,50.0,11,135
14215,106.8,15,215
14216,250.33333,151,315
14217,96.583336,13,323
14218,697.0,697,697
14219,697.0,697,697
14220,170.0,170,170
14221,68.333336,33,157
14222,697.0,697,697
14223,71.0,48,94
14224,82.666664,19,194
14226,70.0,11,140
14227,94.8,39,157
14229,18.0,18,18
14231,97.0,56,138
14232,55.5,22,78
14233,119.333336,7,306
14234,41.0,12,67
14235,61.666668,10,141
14236,585.0,585,585
14237,697.0,697,697
14238,697.0,697,697
14239,68.9,1,151
14240,136.0,136,136
14241,697.0,697,697
14242,91.0,91,91
14243,67.111115,1,161
14245,15.0,15,15
14246,18.5,10,27
14247,697.0,697,697
14248,697.0,697,697
14250,270.0,270,270
14251,48.666668,2,104
14256,163.0,163,163
14257,139.5,59,193
14258,697.0,697,697
14259,697.0,697,697
14261,697.0,697,697
14262,78.42857,6,314
14264,697.0,697,697
14265,697.0,697,697
14267,98.0,98,98
14270,697.0,697,697
14271,697.0,697,697
14272,181.0,181,181
14273,96.0,51,152
14276,293.0,286,300
14277,9.5,6,13
14280,697.0,697,697
14282,79.76923,3,312
14284,3.0,3,3
14285,202.33333,101,280
14286,16.0,10,22
14287,697.0,697,697
14288,697.0,697,697
14289,203.33333,132,284
14290,184.0,45,280
14291,125.333336,38,212
14292,121.8,39,261
14293,143.66667,13,385
14295,697.0,697,697
14297,25.0,7,43
14298,78.1579,1,254
14299,148.57143,22,310
14300,697.0,697,697
14301,697.0,697,697
14304,697.0,697,697
14305,64.0,64,64
14306,697.0,697,697
14307,174.0,76,372
14309,101.125,14,303
14311,697.0,697,697
14312,136.6,45,274
14314,697.0,697,697
14315,144.8,10,260
14317,697.0,697,697
14320,168.0,168,168
14321,68.25,43,107
14323,124.0,124,124
14326,697.0,697,697
14327,697.0,697,697
14329,113.6,32,293
14331,19.0,19,19
14332,158.5,96,221
14333,697.0,697,697
14334,113.71429,30,252
14335,228.0,228,228
14336,117.333336,50,182
14338,697.0,697,697
14339,697.0,697,697
14340,697.0,697,697
14341,172.75,5,290
14342,63.0,17,99
14344,139.0,50,261
14345,697.0,697,697
14346,266.0,266,266
14348,697.0,697,697
14349,697.0,697,697
14350,697.0,697,697
14352,108.0,18,198
14353,697.0,697,697
14354,152.0,152,152
14355,697.0,697,697
14356,2.0,2,2
14357,697.0,697,697
14359,34.0,23,45
14360,122.5,91,154
14362,697.0,697,697
14364,25.2,6,47
14367,100.083336,10,310
14368,697.0,697,697
14371,697.0,697,697
14373,697.0,697,697
14375,697.0,697,697
14377,697.0,697,697
14379,251.0,251,251
14381,697.0,697,697
14382,697.0,697,697
14383,84.5,19,150
14385,7.0,7,7
14386,697.0,697,697
14387,56.0,35,77
14388,145.0,29,384
14389,93.0,93,93
14390,203.57143,11,426
14395,174.625,18,566
14396,424.0,424,424
14397,75.46154,3,230
14400,697.0,697,697
14401,130.4,5,295
14404,108.2,61,249
14406,697.0,697,697
14407,49.666668,8,77
14408,132.4,26,325
14409,82.333336,21,169
14410,38.333332,3,96
14411,697.0,697,697
14412,30.0,30,30
14413,697.0,697,697
14414,119.5,5,243
14415,129.58333,23,272
14416,20.0,20,20
14418,119.0,83,155
14419,191.4,13,322
14420,697.0,697,697
14421,53.0,53,53
14422,64.2,17,100
14426,128.83333,38,192
14427,697.0,697,697
14428,116.75,27,194
14431,697.0,697,697
14432,227.0,17,306
14436,697.0,697,697
14437,697.0,697,697
14438,697.0,697,697
14439,697.0,697,697
14440,213.33333,137,259
14441,85.666664,45,140
14442,112.0,112,112
14443,164.0,85,235
14446,63.333332,52,78
14447,77.333336,32,146
14448,414.0,414,414
14449,231.66667,24,507
14450,158.5,63,254
14451,134.0,134,134
14452,143.0,143,143
14453,697.0,697,697
14456,66.14286,11,219
14459,697.0,697,697
14461,56.5,30,83
14462,92.28571,11,202
14465,697.0,697,697
14466,101.0,1,414
14467,98.333336,7,266
14470,276.0,276,276
14472,108.57143,28,256
14473,697.0,697,697
14474,697.0,697,697
14475,86.0,57,115
14476,697.0,697,697
14479,200.0,200,200
14480,697.0,697,697
14481,123.0,123,123
14482,136.6,71,289
14483,697.0,697,697
14484,697.0,697,697
14485,697.0,697,697
14487,155.75,14,515
14488,697.0,697,697
14489,697.0,697,697
14491,490.0,490,490
14493,127.25,43,284
14494,697.0,697,697
14495,12.0,12,12
14496,355.0,355,355
14497,697.0,697,697
14498,79.75,33,175
14499,81.5,56,107
14500,697.0,697,697
14501,225.0,225,225
14502,85.71429,21,162
14503,115.6,9,290
14504,94.0,19,193
14505,174.71428,77,315
14506,180.25,81,236
14507,29.333334,2,61
14508,8.0,8,8
14511,76.0,11,170
14512,15.0,15,15
14514,152.0,111,193
14515,109.75,5,221
14517,40.0,40,40
14518,697.0,697,697
14520,697.0,697,697
14522,697.0,697,697
14523,697.0,697,697
14524,72.25,45,107
14525,68.57143,24,125
14527,78.38461,1,319
14528,697.0,697,697
14529,25.0,17,33
14530,102.2,34,128
14532,49.0,49,49
14533,97.0,30,240
14534,104.0,1,213
14535,105.5,26,185
14536,697.0,697,697
14537,697.0,697,697
14538,74.0,74,74
14539,29.0,29,29
14540,136.5,66,207
14541,93.2,3,192
14543,99.875,15,211
14544,337.0,337,337
14546,95.0,18,201
14547,75.14286,3,199
14549,697.0,697,697
14550,34.0,34,34
14551,697.0,697,697
14552,697.0,697,697
14553,77.666664,34,162
14554,14.0,6,29
14555,11.0,11,11
14557,697.0,697,697
14560,102.44444,41,248
14561,62.0,37,87
14562,92.1875,4,283
14565,116.333336,92,156
14567,279.0,279,279
14569,697.0,697,697
14570,697.0,697,697
14572,84.8,37,140
14573,149.71428,6,378
14576,697.0,697,697
14577,116.666664,69,151
14578,697.0,697,697
14581,697.0,697,697
14582,697.0,697,697
14583,44.0,9,97
14584,59.666668,1,103
14585,697.0,697,697
14586,697.0,697,697
14587,152.75,60,333
14591,50.0,50,50
14592,156.0,126,186
14593,177.0,177,177
14594,396.0,396,396
14595,60.8,5,228
14597,697.0,697,697
14598,697.0,697,697
14600,697.0,697,697
14601,697.0,697,697
14606,66.9186,1,318
14607,697.0,697,697
14618,1.0,1,1
14619,697.0,697,697
14620,135.0,135,135
14621,74.75,30,141
14622,697.0,697,697
14623,75.0,49,108
14624,697.0,697,697
14625,165.0,165,165
14626,130.0,90,159
14628,56.0,56,56
14629,164.0,164,164
14631,124.0,63,185
14632,697.0,697,697
14633,697.0,697,697
14636,5.0,5,5
14638,697.0,697,697
14639,117.0,21,260
14640,79.8,5,216
14641,697.0,697,697
14643,188.0,188,188
14644,24.0,24,24
14645,88.0,88,88
14646,91.083336,29,303
14647,697.0,697,697
14649,88.5,38,139
14651,270.0,270,270
14652,697.0,697,697
14653,129.8,52,234
14655,208.33333,48,309
14656,171.0,171,171
14657,103.0,17,154
14658,124.0,124,124
14659,68.75,18,164
14660,14.0,14,14
14661,697.0,697,697
14662,187.33333,137,219
14664,162.0,162,162
14665,103.333336,14,266
14666,697.0,697,697
14667,95.59091,1,258
14669,33.0,33,33
14670,697.0,697,697
14672,73.0,73,73
14673,169.25,14,278
14675,697.0,697,697
14676,697.0,697,697
14680,94.583336,11,190
14681,67.0,67,67
14684,84.25,15,236
14687,697.0,697,697
14688,116.31579,13,371
14689,697.0,697,697
14690,12.0,12,12
14691,133.66667,18,210
14692,61.666668,23,98
14693,697.0,697,697
14696,211.5,70,371
14697,697.0,697,697
14698,35.0,4,104
14699,697.0,697,697
14700,83.5,40,127
14701,76.666664,16,162
14702,114.125,7,313
14703,697.0,697,697
14704,43.666668,3,139
14708,395.0,395,395
14709,92.27273,2,223
14710,12.333333,5,21
14711,35.8,6,78
14712,37.0,37,37
14713,114.0,32,275
14714,697.0,697,697
14715,188.0,115,290
14716,105.0,105,105
14719,87.0,50,119
14720,198.0,185,211
14722,697.0,697,697
14723,273.25,233,318
14725,697.0,697,697
14727,697.0,697,697
14729,697.0,697,697
14730,79.5,24,128
14731,164.5,158,171
14732,108.42857,43,242
14733,148.11111,7,316
14735,37.0,7,169
14737,173.0,173,173
14738,127.0,1,311
14739,165.33333,39,293
14740,71.5,28,115
14741,130.8,43,304
14744,145.0,7,283
14745,22.5,16,29
14747,697.0,697,697
14748,221.33333,64,511
14752,697.0,697,697
14753,697.0,697,697
14754,251.0,251,251
14755,48.4,15,197
14756,697.0,697,697
14757,697.0,697,697
14758,38.333332,20,61
14759,109.5,99,120
14760,697.0,697,697
14761,100.0,100,100
14762,697.0,697,697
14764,697.0,697,697
14765,58.5,53,64
14766,172.2,88,251
14768,697.0,697,697
14769,49.0,26,68
14770,91.0,91,91
14772,697.0,697,697
14775,333.0,138,528
14776,37.285713,1,79
14778,6.0,6,6
14779,36.5,1,72
14780,25.0,25,25
14782,697.0,697,697
14784,297.0,297,297
14788,274.0,274,274
14789,697.0,697,697
14790,139.5,27,252
14793,697.0,697,697
14794,111.0,58,162
14796,90.4375,9,282
14798,129.0,92,166
14799,697.0,697,697
14800,112.3,28,263
14801,697.0,697,697
14803,130.0,130,130
14804,697.0,697,697
14805,697.0,697,697
14806,697.0,697,697
14808,59.0,6,103
14810,90.8,14,477
14813,697.0,697,697
14815,1.0,1,1
14817,41.0,41,41
14818,90.0,84,96
14819,10.0,10,10
14820,121.333336,98,160
14821,697.0,697,697
14823,191.0,191,191
14824,99.0,18,171
14825,118.63636,8,215
14829,202.0,66,305
14830,697.0,697,697
14834,69.8,5,209
14836,39.5,18,61
14837,57.0,35,75
14840,697.0,697,697
14841,115.4,24,221
14842,126.666664,86,171
14844,84.333336,29,171
14847,697.0,697,697
14849,125.416664,21,338
14850,697.0,697,697
14851,233.0,233,233
14852,137.0,37,245
14853,20.0,20,20
14854,88.833336,5,272
14855,697.0,697,697
14856,217.0,217,217
14857,119.0,119,119
14859,96.0,68,124
14860,697.0,697,697
14862,123.0,123,123
14863,697.0,697,697
14865,697.0,697,697
14867,59.5,57,62
14868,146.16667,40,305
14869,228.0,228,228
14870,697.0,697,697
14871,61.333332,2,105
14873,697.0,697,697
14875,155.0,155,155
14878,133.5,35,261
14880,105.5,79,132
14881,697.0,697,697
14882,697.0,697,697
14883,76.0,21,159
14886,697.0,697,697
14888,697.0,697,697
14889,697.0,697,697
14890,697.0,697,697
14891,69.0,69,69
14893,2.0,2,2
14894,697.0,697,697
14895,67.2,6,241
14896,249.0,249,249
14897,198.66667,52,296
14898,191.6,106,311
14901,130.28572,9,268
14902,697.0,697,697
14903,63.0,31,133
14904,125.0,125,125
14905,17.0,17,17
14907,202.6,152,306
14908,697.0,697,697
14910,95.333336,66,125
14911,39.991936,1,322
14912,142.0,142,142
14913,176.33333,58,323
14915,68.0,68,68
14916,87.333336,4,175
14918,9.0,9,9
14920,697.0,697,697
14921,112.0,112,112
14923,697.0,697,697
14924,697.0,697,697
14929,697.0,697,697
14930,41.0,41,41
14931,135.66667,52,189
14932,697.0,697,697
14934,228.0,228,228
14936,70.5,32,105
14937,279.0,279,279
14944,52.5,1,109
14947,263.0,263,263
14948,122.6,28,232
14950,697.0,697,697
14951,697.0,697,697
14952,109.75,29,206
14953,697.0,697,697
14954,697.0,697,697
14957,697.0,697,697
14958,19.0,9,29
14959,86.666664,17,170
14960,160.0,160,160
14961,71.14286,10,139
14963,83.25,9,163
14964,697.0,697,697
14965,697.0,697,697
14966,697.0,697,697
14967,697.0,697,697
14968,697.0,697,697
14970,697.0,697,697
14971,199.0,199,199
14972,697.0,697,697
14973,59.0,27,91
14974,697.0,697,697
14975,697.0,697,697
14976,131.75,44,259
14978,64.5,13,163
14981,697.0,697,697
14984,16.0,16,16
14985,160.0,160,160
14988,697.0,697,697
14995,82.0,82,82
14997,697.0,697,697
14998,165.0,165,165
15000,697.0,697,697
15002,182.66667,74,293
15004,697.0,697,697
15005,67.22222,7,260
15006,697.0,697,697
15007,697.0,697,697
15009,6.5,6,7
15010,697.0,697,697
15012,643.0,643,643
15014,697.0,697,697
15016,697.0,697,697
15017,697.0,697,697
15018,91.5,7,176
15019,697.0,697,697
15021,111.85714,10,305
15022,18.0,15,21
15023,107.4,4,251
15024,101.2,1,219
15025,697.0,697,697
15026,120.5,81,160
15027,45.0,10,80
15028,396.0,289,503
15031,114.0,21,199
15032,228.0,228,228
15033,69.77778,14,186
15034,70.666664,13,162
15035,697.0,697,697
15036,105.0,105,105
15038,262.25,60,510
15039,96.19512,5,281
15041,697.0,697,697
15042,697.0,697,697
15044,114.21429,3,283
15045,697.0,697,697
15046,75.916664,1,242
15047,697.0,697,697
15048,175.33333,97,266
15049,697.0,697,697
15050,46.0,46,46
15051,36.5,26,47
15052,697.0,697,697
15053,61.0,26,96
15054,28.0,28,28
15057,697.0,697,697
15058,66.14286,13,233
15059,108.2,44,197
15060,322.0,322,322
15061,201.5,9,446
15062,96.0,75,116
15063,697.0,697,697
15065,88.0,63,137
15066,697.0,697,697
15067,231.0,231,231
15068,210.0,210,210
15069,697.0,697,697
15071,56.0,56,56
15073,88.5,30,147
15074,697.0,697,697
15075,697.0,697,697
15076,697.0,697,697
15078,69.42105,3,289
15079,281.0,281,281
15081,186.75,122,307
15083,697.0,697,697
15087,697.0,697,697
15088,253.0,253,253
15089,83.2,12,168
15090,697.0,697,697
15091,697.0,697,697
15092,214.0,214,214
15093,83.5,65,98
15095,50.0,32,68
15096,697.0,697,697
15097,697.0,697,697
15099,697.0,697,697
15101,697.0,697,697
15103,34.0,34,34
15104,113.0,113,113
15105,123.0,6,250
15106,167.5,72,265
15107,283.0,261,305
15108,43.0,10,76
15109,697.0,697,697
15110,98.333336,21,171
15111,303.0,184,422
15113,45.0,45,45
15114,57.75,8,123
15115,697.0,697,697
15116,62.333332,40,77
15117,50.0,19,95
15119,697.0,697,697
15120,697.0,697,697
15121,238.0,238,238
15122,91.5,90,93
15123,94.0,94,94
15124,315.0,315,315
15125,47.0,22,72
15127,697.0,697,697
15128,94.0,47,155
15129,49.625,2,165
15130,697.0,697,697
15132,61.0,38,94
15133,116.0,12,220
15134,96.28571,27,175
15135,697.0,697,697
15136,175.0,128,222
15139,78.0,78,78
15140,42.4,27,83
15142,697.0,697,697
15143,697.0,697,697
15144,59.916668,9,307
15145,120.0,8,184
15146,127.0,127,127
15147,697.0,697,697
15148,697.0,697,697
15149,697.0,697,697
15150,88.25,30,167
15152,47.333332,1,153
15153,697.0,697,697
15154,697.0,697,697
15156,61.0,30,92
15157,145.0,56,234
15159,82.44444,9,244
15160,697.0,697,697
15163,174.0,174,174
15164,69.0,44,94
15165,697.0,697,697
15167,697.0,697,697
15168,697.0,697,697
15172,106.75,40,261
15174,697.0,697,697
15175,697.0,697,697
15178,697.0,697,697
15179,150.5,35,266
15180,697.0,697,697
15181,697.0,697,697
15182,144.0,144,144
15184,247.0,247,247
15186,154.0,154,154
15187,77.57143,2,174
15189,77.72727,1,309
15192,226.0,116,336
15193,697.0,697,697
15194,74.21429,3,197
15197,329.0,329,329
15198,32.0,32,32
15201,51.666668,11,128
15203,63.2,26,143
15204,697.0,697,697
15205,160.0,160,160
15206,48.0,48,48
15208,58.5,1,190
15210,697.0,697,697
15211,393.0,393,393
15212,697.0,697,697
15213,11.0,11,11
15214,109.42857,14,308
15215,198.0,198,198
15218,38.5,9,76
15219,697.0,697,697
15220,39.8,11,64
15223,24.0,24,24
15224,697.0,697,697
15225,697.0,697,697
15226,697.0,697,697
15227,112.666664,33,158
15228,107.0,61,135
15230,697.0,697,697
15232,27.0,27,27
15234,697.0,697,697
15235,97.22222,2,225
15236,697.0,697,697
15237,63.333332,24,125
15238,122.0,89,155
15239,68.0,68,68
15240,240.25,40,336
15241,105.57143,5,172
15243,697.0,697,697
15244,6.0,6,6
15245,63.5,44,83
15246,120.0,120,120
15249,88.545456,5,244
15252,179.0,179,179
15253,92.5,16,169
15254,697.0,697,697
15255,697.0,697,697
15256,697.0,697,697
15257,697.0,697,697
15258,19.0,19,19
15260,113.0,17,432
15261,697.0,697,697
15262,697.0,697,697
15263,697.0,697,697
15264,697.0,697,697
15265,203.0,203,203
15266,697.0,697,697
15270,96.5,72,121
15271,147.64285,11,274
15272,29.0,29,29
15274,193.0,193,193
15275,697.0,697,697
15276,697.0,697,697
15277,697.0,697,697
15279,697.0,697,697
15280,697.0,697,697
15281,81.75,4,218
15287,697.0,697,697
15288,102.5,45,189
15289,95.0,78,112
15290,66.5,1,211
15291,176.83333,22,317
15292,697.0,697,697
15296,106.5,15,292
15297,71.0,49,93
15298,90.888885,12,262
15300,697.0,697,697
15301,74.14286,12,318
15303,697.0,697,697
15304,161.66667,104,264
15306,43.0,26,60
15307,697.0,697,697
15308,697.0,697,697
15311,67.13636,1,321
15312,93.0,23,228
15314,697.0,697,697
15315,66.0,66,66
15318,697.0,697,697
15319,697.0,697,697
15320,697.0,697,697
15321,221.0,221,221
15322,697.0,697,697
15325,697.0,697,697
15326,697.0,697,697
15327,697.0,697,697
15329,66.0,37,95
15332,697.0,697,697
15333,697.0,697,697
15334,16.0,10,22
15335,697.0,697,697
15339,75.0,75,75
15342,697.0,697,697
15343,697.0,697,697
15344,697.0,697,697
15345,697.0,697,697
15346,697.0,697,697
15347,697.0,697,697
15348,697.0,697,697
15349,29.0,29,29
15350,697.0,697,697
15351,189.33333,25,497
15353,261.0,261,261
15355,697.0,697,697
15356,67.666664,20,185
15358,97.71429,19,245
15360,697.0,697,697
15361,697.0,697,697
15363,697.0,697,697
15364,40.0,40,40
15365,96.666664,56,163
15366,283.0,283,283
15367,50.0,30,70
15370,121.25,62,259
15373,116.5,35,313
15374,697.0,697,697
15376,149.0,77,221
15379,112.5,17,226
15380,126.666664,40,285
15381,697.0,697,697
15382,70.25,41,85
15384,190.0,190,190
15385,697.0,697,697
15386,697.0,697,697
15388,697.0,697,697
15392,190.33333,89,360
15393,265.0,265,265
15394,116.333336,69,154
15396,697.0,697,697
15397,697.0,697,697
15398,62.0,62,62
15399,77.0,57,97
15400,697.0,697,697
15402,48.0,48,48
15406,83.0,83,83
15407,169.66667,87,244
15408,697.0,697,697
15410,71.57143,2,250
15411,72.666664,44,90
15412,697.0,697,697
15414,279.0,266,292
15415,697.0,697,697
15416,60.333332,27,84
15417,697.0,697,697
15419,697.0,697,697
15421,155.5,127,184
15422,697.0,697,697
15424,697.0,697,697
15426,185.66667,76,319
15427,134.0,134,134
15428,697.0,697,697
15429,49.0,49,49
15432,697.0,697,697
15433,202.0,202,202
15434,105.666664,13,211
15435,697.0,697,697
15436,111.0,35,187
15437,697.0,697,697
15438,697.0,697,697
15440,77.0,72,82
15443,69.166664,10,211
15444,31.0,31,31
15445,697.0,697,697
15447,697.0,697,697
15448,697.0,697,697
15449,117.5,105,130
15450,697.0,697,697
15452,102.5,12,193
15453,78.333336,9,186
15454,697.0,697,697
15456,19.0,19,19
15457,697.0,697,697
15458,697.0,697,697
15460,697.0,697,697
15462,57.0,40,74
15463,697.0,697,697
15464,697.0,697,697
15465,148.0,28,274
15466,697.0,697,697
15467,109.0,82,136
15468,697.0,697,697
15469,19.0,19,19
15471,697.0,697,697
15472,697.0,697,697
15475,697.0,697,697
15478,16.0,16,16
15480,697.0,697,697
15482,114.333336,10,193
15483,70.0,70,70
15484,53.666668,22,101
15485,303.5,72,535
15489,44.0,35,53
15491,62.25,17,114
15492,46.0,46,46
15493,41.0,2,100
15494,41.0,41,41
15498,100.875,3,262
15500,125.333336,8,313
15502,102.166664,4,448
15503,697.0,697,697
15504,697.0,697,697
15505,51.5,32,71
15506,58.0,23,93
15507,697.0,697,697
15508,21.0,10,30
15511,159.5,7,321
15512,204.0,204,204
15513,129.36363,14,280
15514,58.714287,3,157
15516,2.0,2,2
15517,697.0,697,697
15518,154.8,28,280
15520,697.0,697,697
15521,128.0,35,220
15522,64.0,64,64
15523,697.0,697,697
15525,406.0,133,679
15526,697.0,697,697
15527,157.14285,39,314
15528,697.0,697,697
15529,114.2,22,226
15530,53.0,11,128
15531,242.0,242,242
15532,111.0,35,192
15533,57.5,52,63
15535,154.0,154,154
15537,697.0,697,697
15539,697.0,697,697
15540,697.0,697,697
15541,697.0,697,697
15543,697.0,697,697
15544,193.5,1,628
15545,583.0,583,583
15547,125.63636,14,262
15549,119.5,100,139
15550,100.666664,64,133
15551,697.0,697,697
15552,697.0,697,697
15553,697.0,697,697
15554,697.0,697,697
15555,115.2,1,303
15556,697.0,697,697
15557,697.0,697,697
15561,80.5,23,138
15563,168.0,158,178
15565,20.0,20,20
15567,697.0,697,697
15568,67.5,29,106
15569,93.0,93,93
15570,141.09091,5,290
15571,91.0,13,157
15572,102.5,30,186
15573,35.0,35,35
15574,244.0,181,307
15576,697.0,697,697
15577,128.0,128,128
15578,697.0,697,697
15579,11.0,11,11
15581,93.166664,1,256
15582,127.5,76,179
15584,46.333332,24,90
15585,697.0,697,697
15587,92.0,92,92
15589,55.0,55,55
15592,697.0,697,697
15593,697.0,697,697
15594,73.0,66,81
15596,119.333336,45,186
15597,697.0,697,697
15598,697.0,697,697
15599,178.0,178,178
15601,85.23077,2,307
15602,129.25,42,233
15604,697.0,697,697
15605,303.0,243,357
15606,88.75,9,169
15607,697.0,697,697
15608,29.0,29,29
15609,697.0,697,697
15610,697.0,697,697
15611,43.6,7,64
15615,67.4,8,228
15618,21.5,14,29
15620,151.0,79,223
15621,697.0,697,697
15622,66.5,28,111
15623,697.0,697,697
15624,46.666668,19,71
15625,148.0,56,232
15626,255.0,255,255
15628,140.625,22,229
15630,159.0,159,159
15632,108.57143,28,186
15634,697.0,697,697
15636,279.0,279,279
15637,697.0,697,697
15639,697.0,697,697
15640,137.23077,6,317
15641,84.666664,49,155
15643,28.0,28,28
15644,47.5,5,90
15645,697.0,697,697
15646,282.5,58,507
15648,63.0,63,63
15651,13.0,13,13
15652,697.0,697,697
15653,697.0,697,697
15654,17.0,17,17
15655,697.0,697,697
15656,79.666664,5,133
15658,192.33333,85,383
15659,697.0,697,697
15660,85.6,50,136
15663,697.0,697,697
15664,697.0,697,697
15665,102.0,102,102
15667,697.0,697,697
15669,74.333336,63,87
15670,697.0,697,697
15671,151.25,2,233
15673,169.0,90,232
15674,60.333332,35,93
15675,84.5,74,95
15676,161.0,98,224
15677,697.0,697,697
15678,697.0,697,697
15679,47.5,35,60
15680,237.5,31,444
15681,75.0,3,156
15683,697.0,697,697
15687,98.71429,11,308
15689,360.0,360,360
15690,697.0,697,697
15692,697.0,697,697
15694,139.5,34,306
15695,697.0,697,697
15696,88.166664,10,200
15699,697.0,697,697
15700,1.0,1,1
15701,172.0,152,192
15703,697.0,697,697
15704,84.0,77,91
15705,697.0,697,697
15706,74.0,41,107
15707,144.66667,96,199
15708,178.33333,28,477
15709,697.0,697,697
15712,102.666664,15,193
15713,341.0,341,341
15714,66.0,66,66
15716,143.66667,56,319
15717,697.0,697,697
15719,63.333332,1,182
15720,697.0,697,697
15721,697.0,697,697
15722,105.333336,73,134
15723,697.0,697,697
15724,83.0,83,83
15725,697.0,697,697
15727,127.5,21,351
15729,697.0,697,697
15730,87.5,84,91
15732,697.0,697,697
15733,697.0,697,697
15734,86.0,86,86
15737,124.75,57,243
15738,72.84615,14,339
15739,697.0,697,697
15740,697.0,697,697
15743,161.66667,12,285
15745,144.33333,108,163
15746,697.0,697,697
15747,80.0,19,141
15748,697.0,697,697
15750,177.0,98,286
15752,147.0,34,506
15754,53.5,22,85
15755,86.4,59,127
15756,71.0,2,184
15757,26.0,26,26
15758,697.0,697,697
15759,62.0,62,62
15762,136.0,136,136
15763,43.0,43,43
15764,10.5,3,18
15766,697.0,697,697
15768,55.0,22,88
15769,697.0,697,697
15773,697.0,697,697
15774,697.0,697,697
15775,697.0,697,697
15776,697.0,697,697
15777,356.0,356,356
15780,190.5,59,322
15781,67.5,23,112
15782,29.5,19,40
15783,697.0,697,697
15785,60.666668,19,98
15786,68.0,68,68
15787,64.0,64,64
15789,697.0,697,697
15790,697.0,697,697
15791,161.0,161,161
15795,697.0,697,697
15796,64.42857,17,108
15799,69.0,57,81
15800,51.0,51,51
15801,31.5,14,49
15804,71.666664,1,283
15805,70.2,11,137
15806,129.0,88,170
15807,697.0,697,697
15808,128.66667,62,215
15809,103.0,52,188
15810,63.0,62,64
15811,86.2,60,100
15812,160.5,75,246
15813,32.0,32,32
15814,240.0,223,257
15815,65.5,12,119
15819,73.666664,68,82
15820,697.0,697,697
15821,46.0,46,46
15822,179.0,179,179
15825,697.0,697,697
15826,154.0,154,154
15827,103.111115,14,349
15829,194.0,194,194
15830,697.0,697,697
15831,162.5,155,170
15832,697.0,697,697
15834,50.5,6,95
15835,95.333336,70,123
15836,697.0,697,697
15837,697.0,697,697
15839,84.5,68,101
15840,173.0,173,173
15841,50.0,4,132
15843,697.0,697,697
15844,697.0,697,697
15845,96.85714,31,225
15847,44.0,44,44
15850,149.0,149,149
15852,697.0,697,697
15853,697.0,697,697
15854,73.0,20,133
15855,52.75,23,112
15856,98.9,1,314
15857,697.0,697,697
15858,125.0,14,226
15860,137.16667,10,228
15861,63.75,14,133
15862,267.66666,92,492
15863,697.0,697,697
15864,36.5,13,60
15865,52.5,40,65
15866,697.0,697,697
15867,120.64286,7,285
15869,697.0,697,697
15870,697.0,697,697
15872,697.0,697,697
15874,63.0,28,129
15877,102.0,102,102
15880,697.0,697,697
15881,111.0,111,111
15882,347.0,347,347
15883,31.0,31,31
15885,697.0,697,697
15886,697.0,697,697
15888,697.0,697,697
15889,391.0,391,391
15891,697.0,697,697
15894,697.0,697,697
15897,697.0,697,697
15898,106.5,30,251
15899,697.0,697,697
15900,697.0,697,697
15901,54.0,47,61
15903,697.0,697,697
15904,697.0,697,697
15906,138.0,7,283
15907,19.0,4,34
15909,697.0,697,697
15910,103.71429,28,167
15912,697.0,697,697
15916,141.66667,12,260
15917,697.0,697,697
15918,35.0,35,35
15919,526.0,526,526
15920,697.0,697,697
15921,697.0,697,697
15922,697.0,697,697
15923,697.0,697,697
15925,697.0,697,697
15930,697.0,697,697
15932,117.14286,20,264
15933,32.5,15,50
15935,697.0,697,697
15937,697.0,697,697
15938,70.333336,59,89
15939,148.83333,27,274
15942,697.0,697,697
15944,697.0,697,697
15947,697.0,697,697
15948,288.0,288,288
15949,55.0,55,55
15950,107.666664,28,253
15951,46.0,46,46
15952,66.0,25,121
15953,234.71428,10,568
15955,159.66667,14,599
15957,697.0,697,697
15958,697.0,697,697
15963,26.0,26,26
15965,249.0,11,487
15967,295.0,295,295
15969,104.0,101,107
15970,697.0,697,697
15971,172.5,73,274
15973,697.0,697,697
15974,111.5,8,175
15975,697.0,697,697
15976,114.0,114,114
15977,22.0,22,22
15978,697.0,697,697
15980,697.0,697,697
15981,59.0,31,86
15983,224.66667,93,338
15984,106.625,10,323
15985,113.0,113,113
15986,697.0,697,697
15987,177.66667,19,397
15988,697.0,697,697
15990,243.0,243,243
15992,697.0,697,697
15993,154.25,9,315
15994,697.0,697,697
15996,96.8,22,199
15998,115.25,84,186
16003,100.0,31,194
16005,129.0,52,206
16006,697.0,697,697
16007,225.66667,123,299
16008,90.5,52,129
16009,234.0,234,234
16010,117.5,82,153
16011,99.8,16,333
